Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2012.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,29337
2012.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,230011
2012.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,309568
2012.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4381
2012.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,92050
2012.03,Corporate business enterprises,141,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,420957
2012.03,Corporate business enterprises,141,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,252360
2012.03,Corporate business enterprises,141,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,168597
2012.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,3584
2012.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,668931
2012.03,Central bank,211,Closing balance total assets,LE00000,A000000,25597
2012.03,Central bank,211,Financial assets Closing balance Total financial assets,LE00000,AFA0000,25545
2012.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4409
2012.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,16873
2012.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,2438
2012.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,140
2012.03,Central bank,211,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2012.03,Central bank,211,Financial assets Closing balance financial derivatives,LE00000,AFA0700,1684
2012.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1
2012.03,Central bank,211,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,25597
2012.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,19616
2012.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2012.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,2607
2012.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2625
2012.03,Central bank,211,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Central bank,211,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,422
2012.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,327
2012.03,Central bank,211,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,52
2012.03,Central bank,211,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,36
2012.03,Central bank,211,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,16
2012.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
2012.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,25597
2012.03,Registered banks,221,Closing balance total assets,LE00000,A000000,394183
2012.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,387166
2012.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,7388
2012.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,36004
2012.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,315499
2012.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,420
2012.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,24342
2012.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3513
2012.03,Registered banks,221,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,400821
2012.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,224359
2012.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,87358
2012.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,38674
2012.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,25415
2012.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,24846
2012.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,169
2012.03,Registered banks,221,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,7016
2012.03,Registered banks,221,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1933
2012.03,Registered banks,221,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,5083
2012.03,Registered banks,221,Closing balance net worth,LE00000,B900000,-6638
2012.03,Registered banks,221,Closing balance total liabilities and net worth,LE00000,L000000,394183
2012.03,Other depository institutions,222,Closing balance total assets,LE00000,A000000,6579
2012.03,Other depository institutions,222,Financial assets Closing balance Total financial assets,LE00000,AFA0000,6389
2012.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11
2012.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,1
2012.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,6377
2012.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2012.03,Other depository institutions,222,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Other depository institutions,222,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2012.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2012.03,Other depository institutions,222,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,6579
2012.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,7159
2012.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2012.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2012.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,-579
2012.03,Other depository institutions,222,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2012.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2012.03,Other depository institutions,222,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,190
2012.03,Other depository institutions,222,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,176
2012.03,Other depository institutions,222,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,14
2012.03,Other depository institutions,222,Closing balance net worth,LE00000,B900000,0
2012.03,Other depository institutions,222,Closing balance total liabilities and net worth,LE00000,L000000,6579
2012.03,Investment funds,231,Closing balance total assets,LE00000,A000000,44851
2012.03,Investment funds,231,Financial assets Closing balance Total financial assets,LE00000,AFA0000,44716
2012.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,10297
2012.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,14459
2012.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,0
2012.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,19608
2012.03,Investment funds,231,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Investment funds,231,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2012.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,353
2012.03,Investment funds,231,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,44851
2012.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2012.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2012.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,44851
2012.03,Investment funds,231,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Investment funds,231,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2012.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2012.03,Investment funds,231,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,135
2012.03,Investment funds,231,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,135
2012.03,Investment funds,231,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2012.03,Investment funds,231,Closing balance net worth,LE00000,B900000,0
2012.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,44851
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,67130
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance Total financial assets,LE00000,AFA0000,66225
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,964
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,52179
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,5964
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2157
2012.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives,LE00000,AFA0700,183
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4778
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,65592
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,45472
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,19665
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,-52
2012.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,170
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,337
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,905
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,877
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,28
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,1538
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,67130
2012.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,42640
2012.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,41232
2012.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2012.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2012.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,C
2012.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,4186
2012.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,15874
2012.03,Insurance corporations,251,Financial assets Closing balance financial derivatives,LE00000,AFA0700,439
2012.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,6492
2012.03,Insurance corporations,251,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,42944
2012.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2012.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2012.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,15862
2012.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,23964
2012.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,34
2012.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,599
2012.03,Insurance corporations,251,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1408
2012.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,934
2012.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,474
2012.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-305
2012.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,42640
2012.03,Pension funds,261,Closing balance total assets,LE00000,A000000,44194
2012.03,Pension funds,261,Financial assets Closing balance Total financial assets,LE00000,AFA0000,44102
2012.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1195
2012.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,2533
2012.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,0
2012.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,28465
2012.03,Pension funds,261,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,11910
2012.03,Pension funds,261,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2012.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,0
2012.03,Pension funds,261,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,44194
2012.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2012.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2012.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2012.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,44194
2012.03,Pension funds,261,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2012.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2012.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,92
2012.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,50
2012.03,Pension funds,261,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,42
2012.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2012.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,44194
2012.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,6924
2012.03,Financial auxiliaries,270,Financial assets Closing balance Total financial assets,LE00000,AFA0000,5515
2012.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2012.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2012.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,C
2012.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1180
2012.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2012.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1524
2012.03,Financial auxiliaries,270,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,6924
2012.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2012.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2012.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,4131
2012.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2012.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1194
2012.03,Financial auxiliaries,270,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1409
2012.03,Financial auxiliaries,270,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1075
2012.03,Financial auxiliaries,270,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,334
2012.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,-0
2012.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,6924
2012.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,299878
2012.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,294500
2012.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,14083
2012.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,25558
2012.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,109899
2012.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,109139
2012.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,30
2012.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,35790
2012.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,302951
2012.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,45092
2012.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,99865
2012.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,137308
2012.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,81
2012.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,20605
2012.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,5378
2012.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1494
2012.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,3884
2012.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-3073
2012.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,299878
2012.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,206774
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,116937
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1557
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,20654
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,9808
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,18557
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,51505
2012.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,2931
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,11924
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,106327
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1616
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,70217
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,7843
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2012.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,11923
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,842
2012.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,13885
2012.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,89837
2012.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,67402
2012.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,22434
2012.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,100447
2012.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,206774
2012.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,31075
2012.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,31062
2012.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1021
2012.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,16389
2012.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2012.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,7848
2012.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,4331
2012.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,214
2012.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1258
2012.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,12155
2012.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2012.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2012.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2012.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,9160
2012.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,3
2012.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2992
2012.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,14
2012.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2012.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,14
2012.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,18921
2012.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,31075
2012.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,83540
2012.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,14286
2012.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,895
2012.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,958
2012.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,1258
